,Algo,Kernal,depthORk,TrainSize,TestSize,NotDeleted,Deleted,Time,TrainingResult,TestResult,F1_SCORE,Accuracy,JaccardScore,PRECISION,RECALL,"0,0","0,1","1,0","1,1"
287,DecisionTree,log_loss,5,338230,84558,,,5.43230319,0.677045206,0.67982923,0.748431939,0.67982923,0.597995397,0.616383005,0.952484568,17213,25064,2009,40272
288,DecisionTree,gini,5,338230,84558,,,4.64869523,0.677225557,0.679521748,0.747594609,0.679521748,0.596927013,0.616637473,0.949173388,17327,24950,2149,40132
289,DecisionTree,entropy,5,338230,84558,,,5.416693449,0.677045206,0.67982923,0.748431939,0.67982923,0.597995397,0.616383005,0.952484568,17213,25064,2009,40272
290,DecisionTree,log_loss,5,338230,84558,,,5.45088315,0.677045206,0.67982923,0.748431939,0.67982923,0.597995397,0.616383005,0.952484568,17213,25064,2009,40272
291,DecisionTree,gini,5,338230,84558,,,4.653763294,0.677225557,0.679521748,0.747594609,0.679521748,0.596927013,0.616637473,0.949173388,17327,24950,2149,40132
292,DecisionTree,entropy,5,338230,84558,,,5.426399708,0.677045206,0.67982923,0.748431939,0.67982923,0.597995397,0.616383005,0.952484568,17213,25064,2009,40272
293,DecisionTree,log_loss,5,338230,84558,,,5.474492073,0.677045206,0.67982923,0.748431939,0.67982923,0.597995397,0.616383005,0.952484568,17213,25064,2009,40272
294,DecisionTree,gini,5,338230,84558,,,4.694604397,0.677225557,0.679521748,0.747594609,0.679521748,0.596927013,0.616637473,0.949173388,17327,24950,2149,40132
295,DecisionTree,entropy,5,338230,84558,,,5.429176807,0.677045206,0.67982923,0.748431939,0.67982923,0.597995397,0.616383005,0.952484568,17213,25064,2009,40272
296,DecisionTree,log_loss,5,338230,84558,,,5.37890172,0.677045206,0.67982923,0.748431939,0.67982923,0.597995397,0.616383005,0.952484568,17213,25064,2009,40272
297,DecisionTree,gini,5,338230,84558,,,4.626250267,0.677225557,0.679521748,0.747594609,0.679521748,0.596927013,0.616637473,0.949173388,17327,24950,2149,40132
298,DecisionTree,entropy,5,338230,84558,,,5.428286314,0.677045206,0.67982923,0.748431939,0.67982923,0.597995397,0.616383005,0.952484568,17213,25064,2009,40272
299,DecisionTree,log_loss,5,338230,84558,,,5.42189908,0.677045206,0.67982923,0.748431939,0.67982923,0.597995397,0.616383005,0.952484568,17213,25064,2009,40272
300,DecisionTree,gini,6,338230,84558,,,5.592587948,0.678085918,0.680160363,0.748027168,0.680160363,0.597478754,0.617106315,0.949457203,17369,24908,2137,40144
301,DecisionTree,entropy,6,338230,84558,,,6.510364532,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
302,DecisionTree,log_loss,6,338230,84558,,,6.550037384,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
303,DecisionTree,gini,6,338230,84558,,,5.603173971,0.678085918,0.680160363,0.748027168,0.680160363,0.597478754,0.617106315,0.949457203,17369,24908,2137,40144
304,DecisionTree,entropy,6,338230,84558,,,6.545077085,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
305,DecisionTree,log_loss,6,338230,84558,,,6.602799177,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
306,DecisionTree,gini,6,338230,84558,,,5.59311676,0.678085918,0.68017219,0.748038832,0.68017219,0.597493637,0.617112201,0.949480854,17369,24908,2136,40145
307,DecisionTree,entropy,6,338230,84558,,,6.523126125,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
308,DecisionTree,log_loss,6,338230,84558,,,6.606266975,0.677701564,0.680006623,0.747414212,0.680006623,0.596697023,0.617383526,0.94683191,17467,24810,2248,40033
309,DecisionTree,gini,6,338230,84558,,,5.561347008,0.678085918,0.680160363,0.748027168,0.680160363,0.597478754,0.617106315,0.949457203,17369,24908,2137,40144
310,DecisionTree,entropy,6,338230,84558,,,6.557303429,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
311,DecisionTree,log_loss,6,338230,84558,,,6.550905228,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
312,DecisionTree,gini,6,338230,84558,,,5.528517246,0.678085918,0.680160363,0.748027168,0.680160363,0.597478754,0.617106315,0.949457203,17369,24908,2137,40144
313,DecisionTree,entropy,6,338230,84558,,,6.521894693,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
314,DecisionTree,log_loss,6,338230,84558,,,6.493690252,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
315,DecisionTree,gini,6,338230,84558,,,5.536407471,0.678085918,0.680148537,0.748015503,0.680148537,0.597463871,0.617100429,0.949433552,17369,24908,2138,40143
316,DecisionTree,entropy,6,338230,84558,,,6.490696669,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
317,DecisionTree,log_loss,6,338230,84558,,,6.519860744,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
318,DecisionTree,gini,6,338230,84558,,,5.554628134,0.678085918,0.680148537,0.748015503,0.680148537,0.597463871,0.617100429,0.949433552,17369,24908,2138,40143
319,DecisionTree,entropy,6,338230,84558,,,6.469009876,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
320,DecisionTree,log_loss,6,338230,84558,,,6.538142681,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
321,DecisionTree,gini,6,338230,84558,,,5.571033239,0.678085918,0.680148537,0.748015503,0.680148537,0.597463871,0.617100429,0.949433552,17369,24908,2138,40143
322,DecisionTree,entropy,6,338230,84558,,,6.493615627,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
323,DecisionTree,log_loss,6,338230,84558,,,6.480999708,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
324,DecisionTree,gini,6,338230,84558,,,5.570585966,0.678085918,0.680160363,0.748027168,0.680160363,0.597478754,0.617106315,0.949457203,17369,24908,2137,40144
325,DecisionTree,entropy,6,338230,84558,,,6.482611656,0.677701564,0.680006623,0.747414212,0.680006623,0.596697023,0.617383526,0.94683191,17467,24810,2248,40033
326,DecisionTree,log_loss,6,338230,84558,,,6.509487867,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
327,DecisionTree,gini,6,338230,84558,,,5.506297112,0.678085918,0.680160363,0.748027168,0.680160363,0.597478754,0.617106315,0.949457203,17369,24908,2137,40144
328,DecisionTree,entropy,6,338230,84558,,,6.499594688,0.677701564,0.680006623,0.747414212,0.680006623,0.596697023,0.617383526,0.94683191,17467,24810,2248,40033
329,DecisionTree,log_loss,6,338230,84558,,,6.546817303,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
330,DecisionTree,gini,6,338230,84558,,,5.541420937,0.678085918,0.680148537,0.748015503,0.680148537,0.597463871,0.617100429,0.949433552,17369,24908,2138,40143
331,DecisionTree,entropy,6,338230,84558,,,6.490512371,0.677701564,0.680006623,0.747414212,0.680006623,0.596697023,0.617383526,0.94683191,17467,24810,2248,40033
332,DecisionTree,log_loss,6,338230,84558,,,6.507137537,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
333,DecisionTree,gini,6,338230,84558,,,5.570601463,0.678085918,0.680160363,0.748027168,0.680160363,0.597478754,0.617106315,0.949457203,17369,24908,2137,40144
334,DecisionTree,entropy,6,338230,84558,,,6.604605436,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
335,DecisionTree,log_loss,6,338230,84558,,,6.472425461,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
336,DecisionTree,gini,6,338230,84558,,,5.534180164,0.678085918,0.680148537,0.748015503,0.680148537,0.597463871,0.617100429,0.949433552,17369,24908,2138,40143
337,DecisionTree,entropy,6,338230,84558,,,6.489033699,0.677701564,0.680006623,0.747414212,0.680006623,0.596697023,0.617383526,0.94683191,17467,24810,2248,40033
338,DecisionTree,log_loss,6,338230,84558,,,6.500011683,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
339,DecisionTree,gini,6,338230,84558,,,5.520545244,0.678085918,0.68017219,0.748038832,0.68017219,0.597493637,0.617112201,0.949480854,17369,24908,2136,40145
340,DecisionTree,entropy,6,338230,84558,,,6.502719879,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
341,DecisionTree,log_loss,6,338230,84558,,,6.481924772,0.677701564,0.680006623,0.747414212,0.680006623,0.596697023,0.617383526,0.94683191,17467,24810,2248,40033
342,DecisionTree,gini,6,338230,84558,,,5.569706678,0.678085918,0.680148537,0.748015503,0.680148537,0.597463871,0.617100429,0.949433552,17369,24908,2138,40143
343,DecisionTree,entropy,6,338230,84558,,,6.4942379,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
344,DecisionTree,log_loss,6,338230,84558,,,6.493023634,0.677701564,0.680006623,0.747414212,0.680006623,0.596697023,0.617383526,0.94683191,17467,24810,2248,40033
345,DecisionTree,gini,6,338230,84558,,,5.562450409,0.678085918,0.680148537,0.748015503,0.680148537,0.597463871,0.617100429,0.949433552,17369,24908,2138,40143
346,DecisionTree,entropy,6,338230,84558,,,6.48102951,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
347,DecisionTree,log_loss,6,338230,84558,,,6.490854979,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
348,DecisionTree,gini,6,338230,84558,,,5.598491907,0.678085918,0.680148537,0.748015503,0.680148537,0.597463871,0.617100429,0.949433552,17369,24908,2138,40143
349,DecisionTree,entropy,6,338230,84558,,,6.511612654,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
350,DecisionTree,log_loss,6,338230,84558,,,6.491482735,0.677701564,0.680006623,0.747414212,0.680006623,0.596697023,0.617383526,0.94683191,17467,24810,2248,40033
351,DecisionTree,gini,6,338230,84558,,,5.517435074,0.678085918,0.680160363,0.748027168,0.680160363,0.597478754,0.617106315,0.949457203,17369,24908,2137,40144
352,DecisionTree,entropy,6,338230,84558,,,6.424466372,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
353,DecisionTree,log_loss,6,338230,84558,,,6.541508913,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
354,DecisionTree,gini,6,338230,84558,,,5.558149815,0.678085918,0.680148537,0.748015503,0.680148537,0.597463871,0.617100429,0.949433552,17369,24908,2138,40143
355,DecisionTree,entropy,6,338230,84558,,,6.514426708,0.677701564,0.680006623,0.747414212,0.680006623,0.596697023,0.617383526,0.94683191,17467,24810,2248,40033
356,DecisionTree,log_loss,6,338230,84558,,,6.563018799,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
357,DecisionTree,gini,6,338230,84558,,,5.559516191,0.678085918,0.680160363,0.748027168,0.680160363,0.597478754,0.617106315,0.949457203,17369,24908,2137,40144
358,DecisionTree,entropy,6,338230,84558,,,6.466991663,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
359,DecisionTree,log_loss,6,338230,84558,,,6.491226435,0.677701564,0.680018449,0.747425904,0.680018449,0.596711929,0.617389427,0.946855562,17467,24810,2247,40034
360,DecisionTree,gini,7,338230,84558,,,6.424903631,0.6797209,0.68288039,0.698718021,0.68288039,0.536945898,0.665510894,0.73541307,26649,15628,11187,31094
361,DecisionTree,entropy,7,338230,84558,,,7.586273432,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
362,DecisionTree,log_loss,7,338230,84558,,,7.605705976,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
363,DecisionTree,gini,7,338230,84558,,,6.459654093,0.6797209,0.682868564,0.6987034,0.682868564,0.536928629,0.665503735,0.735389418,26649,15628,11188,31093
364,DecisionTree,entropy,7,338230,84558,,,7.597669125,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
365,DecisionTree,log_loss,7,338230,84558,,,7.582858324,0.6783254,0.680124885,0.748348561,0.680124885,0.597888947,0.616815693,0.951183747,17293,24984,2064,40217
366,DecisionTree,gini,7,338230,84558,,,6.456071615,0.6797209,0.682892216,0.698732641,0.682892216,0.536963166,0.665518053,0.735436721,26649,15628,11186,31095
367,DecisionTree,entropy,7,338230,84558,,,7.674317598,0.6783254,0.680124885,0.748348561,0.680124885,0.597888947,0.616815693,0.951183747,17293,24984,2064,40217
368,DecisionTree,log_loss,7,338230,84558,,,7.556758165,0.6783254,0.680124885,0.748348561,0.680124885,0.597888947,0.616815693,0.951183747,17293,24984,2064,40217
369,DecisionTree,gini,7,338230,84558,,,6.522520542,0.6797209,0.682892216,0.698732641,0.682892216,0.536963166,0.665518053,0.735436721,26649,15628,11186,31095
370,DecisionTree,entropy,7,338230,84558,,,7.585774422,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
371,DecisionTree,log_loss,7,338230,84558,,,7.577189207,0.6783254,0.680124885,0.748348561,0.680124885,0.597888947,0.616815693,0.951183747,17293,24984,2064,40217
372,DecisionTree,gini,7,338230,84558,,,6.428884268,0.6797209,0.68288039,0.698718021,0.68288039,0.536945898,0.665510894,0.73541307,26649,15628,11187,31094
373,DecisionTree,entropy,7,338230,84558,,,7.571867466,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
374,DecisionTree,log_loss,7,338230,84558,,,7.556430817,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
375,DecisionTree,gini,7,338230,84558,,,6.455531836,0.6797209,0.68288039,0.698718021,0.68288039,0.536945898,0.665510894,0.73541307,26649,15628,11187,31094
376,DecisionTree,entropy,7,338230,84558,,,7.553246498,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
377,DecisionTree,log_loss,7,338230,84558,,,7.604261398,0.6783254,0.680124885,0.748348561,0.680124885,0.597888947,0.616815693,0.951183747,17293,24984,2064,40217
378,DecisionTree,gini,7,338230,84558,,,6.452316761,0.6797209,0.68288039,0.698718021,0.68288039,0.536945898,0.665510894,0.73541307,26649,15628,11187,31094
379,DecisionTree,entropy,7,338230,84558,,,7.543554544,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
380,DecisionTree,log_loss,7,338230,84558,,,7.54881835,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
381,DecisionTree,gini,7,338230,84558,,,6.429003477,0.6797209,0.68288039,0.698718021,0.68288039,0.536945898,0.665510894,0.73541307,26649,15628,11187,31094
382,DecisionTree,entropy,7,338230,84558,,,7.576382399,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
383,DecisionTree,log_loss,7,338230,84558,,,7.572397709,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
384,DecisionTree,gini,7,338230,84558,,,6.423162937,0.6797209,0.682868564,0.6987034,0.682868564,0.536928629,0.665503735,0.735389418,26649,15628,11188,31093
385,DecisionTree,entropy,7,338230,84558,,,7.571122646,0.6783254,0.680124885,0.748348561,0.680124885,0.597888947,0.616815693,0.951183747,17293,24984,2064,40217
386,DecisionTree,log_loss,7,338230,84558,,,7.589263439,0.6783254,0.680101232,0.74832527,0.680101232,0.597859214,0.616803939,0.951136444,17293,24984,2066,40215
387,DecisionTree,gini,7,338230,84558,,,6.408887148,0.6797209,0.68288039,0.698718021,0.68288039,0.536945898,0.665510894,0.73541307,26649,15628,11187,31094
388,DecisionTree,entropy,7,338230,84558,,,7.475960016,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
389,DecisionTree,log_loss,7,338230,84558,,,7.557083845,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
390,DecisionTree,gini,7,338230,84558,,,6.422154427,0.6797209,0.682904042,0.698747261,0.682904042,0.536980435,0.665525212,0.735460372,26649,15628,11185,31096
391,DecisionTree,entropy,7,338230,84558,,,7.630758762,0.6783254,0.680124885,0.748348561,0.680124885,0.597888947,0.616815693,0.951183747,17293,24984,2064,40217
392,DecisionTree,log_loss,7,338230,84558,,,7.579113007,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
393,DecisionTree,gini,7,338230,84558,,,6.468983889,0.6797209,0.682892216,0.698732641,0.682892216,0.536963166,0.665518053,0.735436721,26649,15628,11186,31095
394,DecisionTree,entropy,7,338230,84558,,,7.598660707,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
395,DecisionTree,log_loss,7,338230,84558,,,7.605857849,0.6783254,0.680101232,0.74832527,0.680101232,0.597859214,0.616803939,0.951136444,17293,24984,2066,40215
396,DecisionTree,gini,7,338230,84558,,,6.41248107,0.6797209,0.68288039,0.698718021,0.68288039,0.536945898,0.665510894,0.73541307,26649,15628,11187,31094
397,DecisionTree,entropy,7,338230,84558,,,7.535078526,0.6783254,0.680124885,0.748348561,0.680124885,0.597888947,0.616815693,0.951183747,17293,24984,2064,40217
398,DecisionTree,log_loss,7,338230,84558,,,7.524834394,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
399,DecisionTree,gini,7,338230,84558,,,6.412760258,0.6797209,0.682856737,0.698688779,0.682856737,0.536911361,0.665496575,0.735365767,26649,15628,11189,31092
400,DecisionTree,entropy,7,338230,84558,,,7.485816002,0.6783254,0.680124885,0.748348561,0.680124885,0.597888947,0.616815693,0.951183747,17293,24984,2064,40217
401,DecisionTree,log_loss,7,338230,84558,,,7.549030542,0.6783254,0.680124885,0.748348561,0.680124885,0.597888947,0.616815693,0.951183747,17293,24984,2064,40217
402,DecisionTree,gini,7,338230,84558,,,6.454448462,0.6797209,0.682892216,0.698732641,0.682892216,0.536963166,0.665518053,0.735436721,26649,15628,11186,31095
403,DecisionTree,entropy,7,338230,84558,,,7.591707706,0.6783254,0.680101232,0.74832527,0.680101232,0.597859214,0.616803939,0.951136444,17293,24984,2066,40215
404,DecisionTree,log_loss,7,338230,84558,,,7.551678658,0.6783254,0.680101232,0.74832527,0.680101232,0.597859214,0.616803939,0.951136444,17293,24984,2066,40215
405,DecisionTree,gini,7,338230,84558,,,6.410559893,0.6797209,0.682904042,0.698747261,0.682904042,0.536980435,0.665525212,0.735460372,26649,15628,11185,31096
406,DecisionTree,entropy,7,338230,84558,,,7.536686659,0.6783254,0.680124885,0.748348561,0.680124885,0.597888947,0.616815693,0.951183747,17293,24984,2064,40217
407,DecisionTree,log_loss,7,338230,84558,,,7.662533998,0.6783254,0.680136711,0.748360206,0.680136711,0.597903813,0.61682157,0.951207398,17293,24984,2063,40218
408,DecisionTree,gini,7,338230,84558,,,6.449056864,0.6797209,0.68288039,0.698718021,0.68288039,0.536945898,0.665510894,0.73541307,26649,15628,11187,31094
409,DecisionTree,entropy,7,338230,84558,,,7.537032127,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
410,DecisionTree,log_loss,7,338230,84558,,,7.553603888,0.6783254,0.680124885,0.748348561,0.680124885,0.597888947,0.616815693,0.951183747,17293,24984,2064,40217
411,DecisionTree,gini,7,338230,84558,,,6.420381784,0.6797209,0.682892216,0.698732641,0.682892216,0.536963166,0.665518053,0.735436721,26649,15628,11186,31095
412,DecisionTree,entropy,7,338230,84558,,,7.543751001,0.6783254,0.680136711,0.748360206,0.680136711,0.597903813,0.61682157,0.951207398,17293,24984,2063,40218
413,DecisionTree,log_loss,7,338230,84558,,,7.560076237,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
414,DecisionTree,gini,7,338230,84558,,,6.492525101,0.6797209,0.68288039,0.698718021,0.68288039,0.536945898,0.665510894,0.73541307,26649,15628,11187,31094
415,DecisionTree,entropy,7,338230,84558,,,7.564400673,0.6783254,0.680101232,0.74832527,0.680101232,0.597859214,0.616803939,0.951136444,17293,24984,2066,40215
416,DecisionTree,log_loss,7,338230,84558,,,7.579645395,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
417,DecisionTree,gini,7,338230,84558,,,6.447439194,0.6797209,0.682892216,0.698732641,0.682892216,0.536963166,0.665518053,0.735436721,26649,15628,11186,31095
418,DecisionTree,entropy,7,338230,84558,,,7.553052664,0.6783254,0.680124885,0.748348561,0.680124885,0.597888947,0.616815693,0.951183747,17293,24984,2064,40217
419,DecisionTree,log_loss,7,338230,84558,,,7.560922384,0.6783254,0.680113058,0.748336915,0.680113058,0.59787408,0.616809816,0.951160096,17293,24984,2065,40216
420,DecisionTree,gini,8,338230,84558,,,7.419046164,0.686334743,0.688225833,0.746312031,0.688225833,0.595293287,0.62912489,0.917149547,19417,22860,3503,38778
421,DecisionTree,entropy,8,338230,84558,,,8.663188934,0.684279928,0.685363892,0.719466031,0.685363892,0.561848454,0.64913616,0.806887254,23837,18440,8165,34116
422,DecisionTree,log_loss,8,338230,84558,,,8.675671339,0.684279928,0.685363892,0.719466031,0.685363892,0.561848454,0.64913616,0.806887254,23837,18440,8165,34116
423,DecisionTree,gini,8,338230,84558,,,7.342072725,0.686334743,0.688225833,0.746316914,0.688225833,0.5952995,0.629120701,0.917173198,19416,22861,3502,38779
424,DecisionTree,entropy,8,338230,84558,,,8.719225883,0.684279928,0.685363892,0.719471947,0.685363892,0.56185567,0.649130484,0.806910906,23836,18441,8164,34117
425,DecisionTree,log_loss,8,338230,84558,,,8.694866896,0.684279928,0.685399371,0.719500622,0.685399371,0.561890646,0.649161862,0.806934557,23838,18439,8163,34118
426,DecisionTree,gini,8,338230,84558,,,7.34686923,0.686334743,0.688237659,0.746319213,0.688237659,0.595302426,0.629135097,0.917149547,19418,22859,3503,38778
427,DecisionTree,entropy,8,338230,84558,,,8.751416922,0.684297667,0.685387545,0.719475288,0.685387545,0.561859745,0.64916654,0.806863603,23840,18437,8166,34115
428,DecisionTree,log_loss,8,338230,84558,,,8.666826725,0.684279928,0.685375718,0.719479534,0.685375718,0.561864923,0.649142835,0.806910906,23837,18440,8164,34117
429,DecisionTree,gini,8,338230,84558,,,7.334826469,0.686334743,0.688249486,0.746336159,0.688249486,0.595323989,0.629136924,0.91719685,19417,22860,3501,38780
430,DecisionTree,entropy,8,338230,84558,,,8.744269848,0.684297667,0.68534024,0.719427192,0.68534024,0.561801084,0.649134158,0.806792649,23839,18438,8169,34112
431,DecisionTree,log_loss,8,338230,84558,,,8.758755684,0.684297667,0.685375718,0.719461785,0.685375718,0.561843275,0.649159864,0.806839952,23840,18437,8167,34114
432,DecisionTree,gini,8,338230,84558,,,7.395207167,0.686334743,0.688225833,0.746302266,0.688225833,0.595280861,0.629133271,0.917102245,19419,22858,3505,38776
433,DecisionTree,entropy,8,338230,84558,,,8.685860634,0.684297667,0.685399371,0.719482875,0.685399371,0.561868999,0.649178893,0.806863603,23841,18436,8166,34115
434,DecisionTree,log_loss,8,338230,84558,,,8.671736956,0.684297667,0.685352066,0.719440695,0.685352066,0.561817553,0.649140835,0.8068163,23839,18438,8168,34113
435,DecisionTree,gini,8,338230,84558,,,7.380501986,0.686334743,0.688225833,0.746302266,0.688225833,0.595280861,0.629133271,0.917102245,19419,22858,3505,38776
436,DecisionTree,entropy,8,338230,84558,,,8.689265966,0.684297667,0.685375718,0.719467701,0.685375718,0.561850492,0.649154187,0.806863603,23839,18438,8166,34115
437,DecisionTree,log_loss,8,338230,84558,,,8.693054676,0.684279928,0.685387545,0.719493036,0.685387545,0.561881392,0.649149511,0.806934557,23837,18440,8163,34118
438,DecisionTree,gini,8,338230,84558,,,7.365073681,0.686334743,0.688249486,0.746331277,0.688249486,0.595317777,0.629141114,0.917173198,19418,22859,3502,38779
439,DecisionTree,entropy,8,338230,84558,,,8.682088852,0.684297667,0.685363892,0.719442365,0.685363892,0.561819589,0.649158864,0.806792649,23841,18436,8169,34112
440,DecisionTree,log_loss,8,338230,84558,,,8.667595863,0.684297667,0.68534024,0.719427192,0.68534024,0.561801084,0.649134158,0.806792649,23839,18438,8169,34112
441,DecisionTree,gini,8,338230,84558,,,7.359372377,0.686334743,0.688249486,0.746331277,0.688249486,0.595317777,0.629141114,0.917173198,19418,22859,3502,38779
442,DecisionTree,entropy,8,338230,84558,,,8.656734228,0.684297667,0.685363892,0.719448282,0.685363892,0.561826806,0.649153187,0.8068163,23840,18437,8168,34113
443,DecisionTree,log_loss,8,338230,84558,,,8.698155642,0.684279928,0.685423023,0.71953354,0.685423023,0.561930798,0.649169536,0.807005511,23837,18440,8160,34121
444,DecisionTree,gini,8,338230,84558,,,7.316157103,0.686334743,0.688249486,0.746321513,0.688249486,0.595305352,0.629149495,0.917125896,19420,22857,3504,38777
445,DecisionTree,entropy,8,338230,84558,,,8.672689676,0.684279928,0.685375718,0.719473618,0.685375718,0.561857708,0.649148511,0.806887254,23838,18439,8165,34116
446,DecisionTree,log_loss,8,338230,84558,,,8.743454218,0.684297667,0.685375718,0.719461785,0.685375718,0.561843275,0.649159864,0.806839952,23840,18437,8167,34114
447,DecisionTree,gini,8,338230,84558,,,7.385472059,0.686334743,0.688237659,0.746319213,0.688237659,0.595302426,0.629135097,0.917149547,19418,22859,3503,38778
448,DecisionTree,entropy,8,338230,84558,,,8.732257605,0.684279928,0.685363892,0.719471947,0.685363892,0.56185567,0.649130484,0.806910906,23836,18441,8164,34117
449,DecisionTree,log_loss,8,338230,84558,,,8.66412735,0.684279928,0.685423023,0.719527625,0.685423023,0.561923584,0.649175213,0.806981859,23838,18439,8161,34120
450,DecisionTree,gini,8,338230,84558,,,7.297349691,0.686334743,0.688237659,0.746324095,0.688237659,0.595308638,0.629130907,0.917173198,19417,22860,3502,38779
451,DecisionTree,entropy,8,338230,84558,,,8.660329103,0.684279928,0.685363892,0.719466031,0.685363892,0.561848454,0.64913616,0.806887254,23837,18440,8165,34116
452,DecisionTree,log_loss,8,338230,84558,,,8.679411173,0.684297667,0.685387545,0.719475288,0.685387545,0.561859745,0.64916654,0.806863603,23840,18437,8166,34115
453,DecisionTree,gini,8,338230,84558,,,7.361372232,0.686334743,0.688237659,0.746314331,0.688237659,0.595296213,0.629139288,0.917125896,19419,22858,3504,38777
